# WELL TRACE FROM PETREL 
# WELL NAME:              F-12
# DEFINITIVE SURVEY:      REF
# WELL HEAD X-COORDINATE: 435050.21000000 (m)
# WELL HEAD Y-COORDINATE: 6478566.23000000 (m)
# WELL DATUM (KB, Kelly bushing, from MSL): 54.90000000 (m)
# WELL TYPE:              OIL
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# ANGLES ARE GIVEN IN DEGREES
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM ED50-UTM31 ("MENTOR:ED50-UTM31:European 1950 Based UTM, Zone 31 North, Meter") [SIS,501080]
# AZIM_TN: azimuth in True North 
# AZIM_GN: azimuth in Grid North 
# DX DY ARE GIVEN IN GRID NORTH IN m-UNITS
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
#===============================================================================================================================================
      MD            X            Y            Z           TVD           DX          DY        AZIM_TN        INCL         DLS        AZIM_GN
 1423.0000000 434883.75710 6478559.9256 -1341.347696 1396.2476964 -166.4529034 -6.304406355 242.32198278 19.400000000 2.9420991168 243.27000000
 1428.0000000 434882.26105 6478559.1615 -1346.056820 1400.9568197 -167.9489457 -7.068523143 241.67738596 19.878892983 3.1536729690 242.62540318
 1433.0000000 434880.73863 6478558.3627 -1350.751699 1405.6516990 -169.4713702 -7.867333473 241.06198278 20.360000000 3.1536729690 242.01000000
 1438.0000000 434879.19150 6478557.5310 -1355.432769 1410.3327694 -171.0185045 -8.698999302 240.52660450 20.789202162 2.8117511716 241.47462172
 1443.0000000 434877.62131 6478556.6683 -1360.100521 1415.0005206 -172.5886921 -9.561689490 240.01198278 21.220000000 2.8117511716 240.96000000
 1448.0000000 434876.02742 6478555.7738 -1364.754210 1419.6542101 -174.1825779 -10.45623909 239.49168269 21.679221119 2.9824318933 240.43969991
 1453.0000000 434874.40920 6478554.8465 -1369.393070 1424.2930701 -175.8007963 -11.38347598 238.99198278 22.140000000 2.9824318933 239.94000000
 1458.0000000 434872.77067 6478553.8894 -1374.018712 1428.9187115 -177.4393331 -12.34057389 238.53543611 22.484375679 2.3131989435 239.48345333
 1463.0000000 434871.11579 6478552.9053 -1378.632839 1433.5328389 -179.0942054 -13.32472359 238.09198278 22.830000000 2.3131989435 239.04000000
 1468.0000000 434869.45427 6478551.9044 -1383.240973 1438.1409733 -180.7557253 -14.32563534 237.88189576 22.839862332 0.4927460977 238.82991298
 1473.0000000 434867.79575 6478550.8970 -1387.848769 1442.7487690 -182.4142528 -15.33304754 237.67198278 22.850000000 0.4927460977 238.62000000
 1478.0000000 434866.14593 6478549.8903 -1392.459856 1447.3598558 -184.0640710 -16.33970070 237.65215431 22.644998760 1.2308673766 238.60017153
 1483.0000000 434864.51055 6478548.8917 -1397.077830 1451.9778304 -185.6994516 -17.33832812 237.63198278 22.440000000 1.2308673766 238.58000000
 1488.0000000 434862.89229 6478547.9092 -1401.705284 1456.6052840 -187.3177075 -18.32084097 237.94695604 22.074688860 2.3057817150 238.89497326
 1493.0000000 434861.29388 6478546.9509 -1406.344708 1461.2447083 -188.9161168 -19.27912967 238.27198278 21.710000000 2.3057817150 239.22000000
 1498.0000000 434859.71351 6478546.0190 -1410.995686 1465.8956856 -190.4964872 -20.21100703 238.78386030 21.359199772 2.3876796699 239.73187752
 1503.0000000 434858.14938 6478545.1157 -1415.657788 1470.5577875 -192.0606235 -21.11428501 239.31198278 21.010000000 2.3876796699 240.26000000
 1508.0000000 434856.59574 6478544.2367 -1420.328044 1475.2280436 -193.6142588 -21.99330135 239.79320238 20.839317542 1.4532972840 240.74121959
 1513.0000000 434855.04684 6478543.3776 -1425.003577 1479.9035775 -195.1631581 -22.85241266 240.28198278 20.670000000 1.4532972840 241.23000000
 1518.0000000 434853.49699 6478542.5350 -1429.681813 1484.5818130 -196.7130068 -23.69496599 240.76187172 20.664336100 1.0167938685 241.70988894
 1523.0000000 434851.94050 6478541.7057 -1434.360203 1489.2602025 -198.2694995 -24.52431381 241.24198278 20.660000000 1.0167938685 242.19000000
 1528.0000000 434850.37273 6478540.8908 -1439.037373 1493.9373735 -199.8372657 -25.33915423 241.93468547 20.743623784 1.5525407545 242.88270268
 1533.0000000 434848.78908 6478540.0918 -1443.711917 1498.6119170 -201.4209223 -26.13817918 242.62198278 20.830000000 1.5525407545 243.57000000
 1538.0000000 434847.18818 6478539.3136 -1448.384089 1503.2840888 -203.0218244 -26.91640306 243.63019851 20.897062596 2.1916425418 244.57821572
 1543.0000000 434845.56869 6478538.5612 -1453.054081 1507.9540814 -204.6413051 -27.66883027 244.63198278 20.970000000 2.1916425418 245.58000000
 1548.0000000 434843.93053 6478537.8352 -1457.721735 1512.6217352 -206.2794713 -28.39484194 245.66571995 21.046896622 2.2709360631 246.61373717
 1553.0000000 434842.27357 6478537.1362 -1462.386881 1517.2868814 -207.9364261 -29.09381879 246.69198278 21.130000000 2.2709360631 247.64000000
 1558.0000000 434840.59746 6478536.4617 -1467.048783 1521.9487832 -209.6125379 -29.76833715 247.56686272 21.252768451 2.0354693217 248.51487994
 1563.0000000 434838.90182 6478535.8090 -1471.706731 1526.6067305 -211.3081838 -30.42097822 248.43198278 21.380000000 2.0354693217 249.38000000
 1568.0000000 434837.18687 6478535.1783 -1476.360620 1531.2606196 -213.0231325 -31.05174795 249.28184786 21.507874502 2.0159082437 250.22986508
 1573.0000000 434835.45285 6478534.5693 -1481.010349 1535.9103491 -214.7571530 -31.66065334 250.12198278 21.640000000 2.0159082437 251.07000000
 1578.0000000 434833.70133 6478533.9807 -1485.656124 1540.5561236 -216.5086686 -32.24933331 250.82550370 21.753528048 1.7027005690 251.77352092
 1583.0000000 434831.93389 6478533.4106 -1490.298178 1545.1981784 -218.2761138 -32.81943132 251.52198278 21.870000000 1.7027005690 252.47000000
 1588.0000000 434830.15250 6478532.8548 -1494.936637 1549.8366369 -220.0574970 -33.37524735 251.92379943 21.974515486 1.0970084276 252.87181665
 1593.0000000 434828.35916 6478532.3089 -1499.571667 1554.4716665 -221.8508434 -33.92108704 252.32198278 22.080000000 1.0970084276 253.27000000
 1598.0000000 434826.55523 6478531.7687 -1504.203242 1559.1032421 -223.6547731 -34.46133504 252.43749959 22.184959648 0.6817485379 253.38551681
 1603.0000000 434824.74209 6478531.2296 -1508.831358 1563.7313578 -225.4679135 -35.00037834 252.55198278 22.290000000 0.6817485379 253.50000000
 1608.0000000 434822.92081 6478530.6903 -1513.456246 1568.3562461 -227.2891862 -35.53969012 252.56202093 22.379999693 0.5404830057 253.51003815
 1613.0000000 434821.09249 6478530.1493 -1518.078144 1572.9781440 -229.1175144 -36.08074413 252.57198278 22.470000000 0.5404830057 253.52000000
 1618.0000000 434819.25722 6478529.6054 -1522.696957 1577.5969567 -230.9527769 -36.62464085 252.51676333 22.564990646 0.5838965823 253.46478054
 1623.0000000 434817.41515 6478529.0575 -1527.312588 1582.2125882 -232.7948520 -37.17248061 252.46198278 22.660000000 0.5838965823 253.41000000
 1628.0000000 434815.56485 6478528.5049 -1531.924351 1586.8243514 -234.6451477 -37.72514479 252.38153426 22.794980052 0.8310735520 253.32955148
 1633.0000000 434813.70493 6478527.9465 -1536.531550 1591.4315502 -236.5050686 -38.28351364 252.30198278 22.930000000 0.8310735520 253.25000000
 1638.0000000 434811.83536 6478527.3826 -1541.134159 1596.0341590 -238.3746418 -38.84744754 252.23159544 23.064984587 0.8265436181 253.17961266
 1643.0000000 434809.95611 6478526.8132 -1545.732152 1600.6321523 -240.2538946 -39.41680688 252.16198278 23.200000000 0.8265436181 253.11000000
 1648.0000000 434808.06856 6478526.2387 -1550.326108 1605.2261082 -242.1414399 -39.99128506 252.08667884 23.299982167 0.6258448863 253.03469605
 1653.0000000 434806.17411 6478525.6594 -1554.916612 1609.8166123 -244.0358935 -40.57057642 252.01198278 23.400000000 0.6258448863 252.96000000
 1658.0000000 434804.27389 6478525.0764 -1559.504258 1614.4042581 -245.9361077 -41.15361870 251.97689131 23.464996095 0.3988636281 252.92490853
 1663.0000000 434802.36906 6478524.4906 -1564.089645 1618.9896453 -247.8409371 -41.73935044 251.94198278 23.530000000 0.3988636281 252.89000000
 1668.0000000 434800.46081 6478523.9031 -1568.673378 1623.5733783 -249.7491941 -42.32686299 251.93697678 23.559999920 0.1803989758 252.88499400
 1673.0000000 434798.55031 6478523.3148 -1573.256065 1628.1560649 -251.6596925 -42.91524816 251.93198278 23.590000000 0.1803989758 252.88000000
 1678.0000000 434796.63727 6478522.7258 -1577.837616 1632.7376165 -253.5727255 -43.50423043 251.94700373 23.624999279 0.2130747621 252.89502095
 1683.0000000 434794.72141 6478522.1365 -1582.417944 1637.3179440 -255.4885865 -44.09353428 251.96198278 23.660000000 0.2130747621 252.91000000
 1688.0000000 434792.80353 6478521.5463 -1586.997309 1641.8973087 -257.4064700 -44.68373632 251.93195890 23.679997111 0.1400938363 252.87997612
 1693.0000000 434790.88443 6478520.9546 -1591.575972 1646.4759724 -259.3255712 -45.27541324 251.90198278 23.700000000 0.1400938363 252.85000000
 1698.0000000 434788.96409 6478520.3622 -1596.154022 1651.0540222 -261.2459052 -45.86783648 251.91198874 23.714999679 0.0931789512 252.86000596
 1703.0000000 434787.04251 6478519.7697 -1600.731546 1655.6315456 -263.1674875 -46.46027753 251.92198278 23.730000000 0.0931789512 252.87000000
 1708.0000000 434785.11920 6478519.1775 -1605.308367 1660.2083666 -265.0908029 -47.05251717 251.95201252 23.754997104 0.1666058747 252.90002974
 1713.0000000 434783.19366 6478518.5857 -1609.884309 1664.7843087 -267.0163362 -47.64433614 251.98198278 23.780000000 0.1666058747 252.93000000
 1718.0000000 434781.26733 6478517.9944 -1614.459987 1669.3599870 -268.9426740 -48.23557553 251.99697684 23.769999276 0.0701137981 252.94499406
 1723.0000000 434779.34160 6478517.4039 -1619.036017 1673.9360171 -270.8684033 -48.82607655 252.01198278 23.760000000 0.0701137981 252.96000000
 1728.0000000 434777.41710 6478516.8142 -1623.612662 1678.5126623 -272.7928997 -49.41583204 252.01697782 23.734999920 0.1504852504 252.96499504
 1733.0000000 434775.49446 6478516.2252 -1628.190186 1683.0901857 -274.7155387 -50.00483480 252.02198278 23.710000000 0.1504852504 252.97000000
 1738.0000000 434773.57284 6478515.6369 -1632.768236 1687.6682356 -276.6371606 -50.59306738 252.04197881 23.704998715 0.0568103681 252.98999602
 1743.0000000 434771.65139 6478515.0495 -1637.346461 1692.2464609 -278.5586057 -51.18051239 252.06198278 23.700000000 0.0568103681 253.01000000
 1748.0000000 434769.73032 6478514.4629 -1641.924949 1696.8249492 -280.4796828 -51.76711179 252.08197483 23.689998716 0.0769717015 253.02999204
 1753.0000000 434767.80980 6478513.8772 -1646.503788 1701.4037882 -282.4002004 -52.35280756 252.10198278 23.680000000 0.0769717015 253.05000000
 1758.0000000 434765.89090 6478513.2910 -1651.083241 1705.9832408 -284.3190992 -52.93901418 252.02705749 23.654981960 0.2347323400 252.97507471
 1763.0000000 434763.97468 6478512.7029 -1655.663569 1710.5635687 -286.2353192 -53.52714599 251.95198278 23.630000000 0.2347323400 252.90000000
 1768.0000000 434762.06096 6478512.1148 -1660.244946 1715.1449456 -288.1490418 -54.11524568 251.98693383 23.594996079 0.2261978787 252.93495105
 1773.0000000 434760.14955 6478511.5286 -1664.827545 1719.7275450 -290.0604483 -54.70135597 252.02198278 23.560000000 0.2261978787 252.97000000
 1778.0000000 434758.24076 6478510.9429 -1669.411278 1724.3112783 -291.9692428 -55.28711767 251.96205493 23.529988501 0.2303391432 252.91007215
 1783.0000000 434756.33487 6478510.3558 -1673.996057 1728.8960568 -293.8751298 -55.87417159 251.90198278 23.500000000 0.2303391432 252.85000000
 1788.0000000 434754.43278 6478509.7673 -1678.582227 1733.4822270 -295.7772153 -56.46268810 251.81715378 23.449976982 0.3622016609 252.76517100
 1793.0000000 434752.53540 6478509.1772 -1683.170134 1738.0701336 -297.6746046 -57.05283730 251.73198278 23.400000000 0.3622016609 252.68000000
 1798.0000000 434750.64093 6478508.5864 -1687.759167 1742.6591667 -299.5690719 -57.64362387 251.73198278 23.385000000 0.0900000000 252.68000000
 1803.0000000 434748.74761 6478507.9959 -1692.348719 1747.2487192 -301.4623926 -58.23405288 251.73198278 23.370000000 0.0900000000 252.68000000
 1808.0000000 434746.85518 6478507.4053 -1696.938618 1751.8386180 -303.3548199 -58.82465621 251.70698783 23.364998014 0.0666245539 252.65500505
 1813.0000000 434744.96339 6478506.8140 -1701.528690 1756.4286899 -305.2466072 -59.41596575 251.68198278 23.360000000 0.0666245539 252.63000000
 1818.0000000 434743.07130 6478506.2224 -1706.118589 1761.0185886 -307.1386994 -60.00764244 251.69198884 23.374999682 0.0930949536 252.64000606
 1823.0000000 434741.17796 6478505.6307 -1710.707968 1765.6079681 -309.0320412 -60.59934718 251.70198278 23.390000000 0.0930949536 252.65000000
 1828.0000000 434739.28318 6478505.0375 -1715.296568 1770.1965681 -310.9268166 -61.19250065 251.63690421 23.419986553 0.2375476002 252.58492143
 1833.0000000 434737.38679 6478504.4415 -1719.884128 1774.7841276 -312.8232089 -61.78852332 251.57198278 23.450000000 0.2375476002 252.52000000
 1838.0000000 434735.48891 6478503.8442 -1724.470906 1779.3709057 -314.7210861 -62.38582924 251.59199484 23.464998725 0.1018978959 252.54001206
 1843.0000000 434733.58968 6478503.2472 -1729.057162 1783.9571625 -316.6203168 -62.98283259 251.61198278 23.480000000 0.1018978959 252.56000000
 1848.0000000 434731.69070 6478502.6521 -1733.643767 1788.5437671 -318.5193020 -63.57794178 251.69187009 23.444979613 0.2838522236 252.63988731
 1853.0000000 434729.79356 6478502.0604 -1738.231587 1793.1315871 -320.4164421 -64.16956496 251.77198278 23.410000000 0.2838522236 252.72000000
 1858.0000000 434727.89772 6478501.4707 -1742.820187 1797.7201869 -322.3122771 -64.75932611 251.77198278 23.400000000 0.0600000000 252.72000000
 1863.0000000 434726.00265 6478500.8812 -1747.409133 1802.3091333 -324.2073475 -65.34884945 251.77198278 23.390000000 0.0600000000 252.72000000
 1868.0000000 434724.10628 6478500.2918 -1751.997560 1806.8975597 -326.1037192 -65.93823180 251.80203111 23.429997135 0.2504449942 252.75004833
 1873.0000000 434722.20654 6478499.7024 -1756.584598 1811.4845982 -328.0034572 -66.52756978 251.83198278 23.470000000 0.2504449942 252.78000000
 1878.0000000 434720.30402 6478499.1140 -1761.170595 1816.0705945 -329.9059761 -67.11604172 251.89703499 23.489986522 0.1963786845 252.84505221
 1883.0000000 434718.39931 6478498.5272 -1765.755895 1820.6558952 -331.8106905 -67.70282606 251.96198278 23.510000000 0.1963786845 252.91000000
 1888.0000000 434716.49337 6478497.9430 -1770.341022 1825.2410223 -333.7166285 -68.28698640 252.06194264 23.499968089 0.2466581369 253.00995986
 1893.0000000 434714.58718 6478497.3624 -1774.926497 1829.8264974 -335.6228179 -68.86758625 252.16198278 23.490000000 0.2466581369 253.11000000
 1898.0000000 434712.68073 6478496.7834 -1779.512059 1834.4120587 -337.5292735 -69.44663031 252.15198077 23.494999681 0.0383689091 253.09999799
 1903.0000000 434710.77399 6478496.2039 -1784.097446 1838.9974461 -339.4360107 -70.02612341 252.14198278 23.500000000 0.0383689091 253.09000000
 1908.0000000 434708.86600 6478495.6244 -1788.682311 1843.5823114 -341.3439973 -70.60563160 252.17201285 23.524997126 0.1663188628 253.12003007
 1913.0000000 434706.95580 6478495.0453 -1793.266306 1848.1663059 -343.2542007 -71.18472083 252.20198278 23.550000000 0.1663188628 253.15000000
 1918.0000000 434705.04346 6478494.4677 -1797.849604 1852.7496037 -345.1665394 -71.76227080 252.29203680 23.564974097 0.2338948133 253.24005402
 1923.0000000 434703.12907 6478493.8928 -1802.432378 1857.3323782 -347.0809318 -72.33716113 252.38198278 23.580000000 0.2338948133 253.33000000
 1928.0000000 434701.21349 6478493.3212 -1807.015066 1861.9150657 -348.9965146 -72.90876875 252.49193877 23.569961299 0.2706479864 253.43995599
 1933.0000000 434699.29758 6478492.7535 -1811.598102 1866.4981022 -350.9124248 -73.47647049 252.60198278 23.560000000 0.2706479864 253.55000000
 1938.0000000 434697.38100 6478492.1881 -1816.181138 1871.0811378 -352.8290049 -74.04191400 252.62699278 23.569998001 0.0848389337 253.57501000
 1943.0000000 434695.46340 6478491.6233 -1820.763824 1875.6638245 -354.7465986 -74.60674711 252.65198278 23.580000000 0.0848389337 253.60000000
 1948.0000000 434693.54567 6478491.0582 -1825.346424 1880.2464240 -356.6643346 -75.17180411 252.61698978 23.574996081 0.0891863515 253.56500700
 1953.0000000 434691.62866 6478490.4921 -1829.929198 1884.8291979 -358.5813417 -75.73791925 252.58198278 23.570000000 0.0891863515 253.53000000
 1958.0000000 434689.71925 6478489.9278 -1834.515366 1889.4153657 -360.4907451 -76.30224413 252.59190608 23.379999682 1.1402485975 253.53992330
 1963.0000000 434687.82434 6478489.3681 -1839.108113 1894.0081131 -362.3856561 -76.86192622 252.60198278 23.190000000 1.1402485975 253.55000000
 1968.0000000 434685.95047 6478488.8143 -1843.710204 1898.6102038 -364.2595331 -77.41565056 252.57735064 22.834998050 2.1307951183 253.52536786
 1973.0000000 434684.10420 6478488.2679 -1848.324317 1903.2243169 -366.1058002 -77.96209220 252.55198278 22.480000000 2.1307951183 253.50000000
 1978.0000000 434682.28602 6478487.7274 -1852.950276 1907.8502761 -367.9239768 -78.50260121 252.43873536 22.124959743 2.1457906924 253.38675258
 1983.0000000 434680.49642 6478487.1915 -1857.587903 1912.4879032 -369.7135826 -79.03852769 252.32198278 21.770000000 2.1457906924 253.27000000
 1988.0000000 434678.73414 6478486.6582 -1862.236301 1917.1363008 -371.4758602 -79.57177571 252.10994199 21.459862677 1.9189294290 253.05795921
 1993.0000000 434676.99794 6478486.1257 -1866.894596 1921.7945957 -373.2120624 -80.10425222 251.89198278 21.150000000 1.9189294290 252.84000000
 1998.0000000 434675.28881 6478485.5918 -1871.562735 1926.4627354 -374.9211852 -80.63816779 251.51254480 20.834570103 2.0608242024 252.46056202
 2003.0000000 434673.60778 6478485.0543 -1876.240652 1931.1406522 -376.6022199 -81.17573129 251.12198278 20.520000000 2.0608242024 252.07000000
 2008.0000000 434671.95661 6478484.5121 -1880.928665 1935.8286648 -378.2533894 -81.71793091 250.62034084 20.174265402 2.3234338457 251.56835805
 2013.0000000 434670.33709 6478483.9642 -1885.627061 1940.5270609 -379.8729072 -82.26575115 250.10198278 19.830000000 2.3234338457 251.05000000
 2018.0000000 434668.74766 6478483.4097 -1890.334941 1945.2349410 -381.4623382 -82.82029914 249.53039973 19.534075074 2.1181706027 250.47841695
 2023.0000000 434667.18674 6478482.8473 -1895.051429 1949.9514293 -383.0232567 -83.38268459 248.94198278 19.240000000 2.1181706027 249.89000000
 2028.0000000 434665.65338 6478482.2790 -1899.776251 1954.6762511 -384.5566182 -83.95095868 248.48864518 18.954432836 1.9307134096 249.43666239
 2033.0000000 434664.14661 6478481.7068 -1904.509152 1959.4091516 -386.0633858 -84.52317483 248.02198278 18.670000000 1.9307134096 248.97000000
 2038.0000000 434662.66608 6478481.1325 -1909.250078 1964.1500780 -387.5439225 -85.09746805 247.67731446 18.379680191 1.8617076120 248.62533168
 2043.0000000 434661.21141 6478480.5580 -1913.998984 1968.8989842 -388.9985942 -85.67197412 247.32198278 18.090000000 1.8617076120 248.27000000
 2048.0000000 434659.78384 6478479.9855 -1918.756348 1973.6563485 -390.4261625 -86.24452337 247.07163918 17.754835255 2.0634221006 248.01965640
 2053.0000000 434658.38462 6478479.4171 -1923.522628 1978.4226277 -391.8253834 -86.81294362 246.81198278 17.420000000 2.0634221006 247.76000000
 2058.0000000 434657.01507 6478478.8558 -1928.298365 1983.1983651 -393.1949289 -87.37424266 246.71909394 17.029977956 2.3459441239 247.66711116
 2063.0000000 434655.67654 6478478.3046 -1933.084070 1987.9840700 -394.5334624 -87.92542459 246.62198278 16.640000000 2.3459441239 247.57000000
 2068.0000000 434654.37150 6478477.7643 -1937.880258 1992.7802584 -395.8385050 -88.46572425 246.50036426 16.189963516 2.7080799871 247.44838148
 2073.0000000 434653.10243 6478477.2356 -1942.687396 1997.5873961 -397.1075657 -88.99437144 246.37198278 15.740000000 2.7080799871 247.32000000
 2078.0000000 434651.87022 6478476.7179 -1947.505304 2002.4053039 -398.3397786 -89.51209335 246.14874211 15.279882743 2.7838364750 247.09675933
 2083.0000000 434650.67572 6478476.2104 -1952.333791 2007.2337907 -399.5342772 -90.01961666 245.91198278 14.820000000 2.7838364750 246.86000000
 2088.0000000 434649.51500 6478475.7113 -1957.171395 2012.0713948 -400.6950009 -90.51872996 245.65334777 14.464851861 2.1666898737 246.60136499
 2093.0000000 434648.38409 6478475.2188 -1962.016737 2016.9167372 -401.8259115 -91.01123097 245.38198278 14.110000000 2.1666898737 246.33000000
 2098.0000000 434647.28009 6478474.7318 -1966.868846 2021.7688458 -402.9299077 -91.49823084 245.11244192 13.829846878 1.7256601051 246.06045914
 2103.0000000 434646.20010 6478474.2492 -1971.726795 2026.6267953 -404.0099002 -91.98084566 244.83198278 13.550000000 1.7256601051 245.78000000
 2108.0000000 434645.15253 6478473.7746 -1976.592627 2031.4926269 -405.0574659 -92.45540846 244.52390578 13.054803637 3.0014545601 245.47192300
 2113.0000000 434644.14585 6478473.3118 -1981.468216 2036.3682161 -406.0641475 -92.91823647 244.19198278 12.560000000 3.0014545601 245.14000000
 2118.0000000 434643.17669 6478472.8586 -1986.352320 2041.2523198 -407.0333079 -93.37139885 243.78559098 12.159683350 2.4579388555 244.73360820
 2123.0000000 434642.24167 6478472.4130 -1991.243776 2046.1437763 -407.9683288 -93.81697305 243.35198278 11.760000000 2.4579388555 244.30000000
 2128.0000000 434641.33469 6478471.9713 -1996.140864 2051.0408642 -408.8753142 -94.25873977 242.80790445 11.529473764 1.5320708443 243.75592167
 2133.0000000 434640.44961 6478471.5295 -2001.041964 2055.9419640 -409.7603883 -94.70048910 242.24198278 11.300000000 1.5320708443 243.19000000
 2138.0000000 434639.58539 6478471.0873 -2005.946744 2060.8467439 -410.6246065 -95.14272489 241.65756947 11.099416529 1.3828297760 242.60558668
 2143.0000000 434638.74097 6478470.6440 -2010.854884 2065.7548838 -411.4690267 -95.58595208 241.05198278 10.900000000 1.3828297760 242.00000000
 2148.0000000 434637.91956 6478470.2001 -2015.766858 2070.6668576 -412.2904364 -96.02994987 240.25705846 10.633949281 1.8281076756 241.20507568
 2153.0000000 434637.12438 6478469.7555 -2020.683099 2075.5830993 -413.0856169 -96.47449393 239.42198278 10.370000000 1.8281076756 240.37000000
 2158.0000000 434636.35565 6478469.3056 -2025.603061 2080.5030613 -413.8543462 -96.92439191 237.99112381 10.161770062 1.9752313611 238.93914103
 2163.0000000 434635.61360 6478468.8456 -2030.526181 2085.4261806 -414.5964003 -97.38444995 236.50198278 9.9600000000 1.9752313611 237.45000000
 2168.0000000 434634.89751 6478468.3726 -2035.451924 2090.3519244 -415.3124891 -97.85739670 234.70275461 9.8151167767 2.0473238598 235.65077183
 2173.0000000 434634.20668 6478467.8840 -2040.379752 2095.2797519 -416.0033221 -98.34595964 232.85198278 9.6800000000 2.0473238598 233.80000000
 2178.0000000 434633.54022 6478467.3786 -2045.309239 2100.2092391 -416.6697817 -98.85135861 230.89432189 9.5894064904 2.0395269849 231.84233911
 2183.0000000 434632.89725 6478466.8552 -2050.239963 2105.1399626 -417.3127509 -99.37481290 228.90198278 9.5100000000 2.0395269849 229.85000000
 2188.0000000 434632.28071 6478466.3134 -2055.172075 2110.0720752 -417.9292859 -99.91664367 226.56810820 9.3971661853 2.3973931170 227.51612542
 2193.0000000 434631.69356 6478465.7528 -2060.105685 2115.0056851 -418.5164383 -100.4771665 224.18198278 9.3000000000 2.3973931170 225.13000000
 2198.0000000 434631.13516 6478465.1729 -2065.040393 2119.9403929 -419.0748430 -101.0570735 221.75009194 9.2417247070 2.3763746138 222.69810916
 2203.0000000 434630.60486 6478464.5729 -2069.975802 2124.8758022 -419.6051364 -101.6570559 219.29198278 9.2000000000 2.3763746138 220.24000000
 2208.0000000 434630.10419 6478463.9536 -2074.911917 2129.8119170 -420.1058134 -102.2763640 216.71105198 9.1407756542 2.4931898653 217.65906920
 2213.0000000 434629.63463 6478463.3158 -2079.848726 2134.7487256 -420.5753685 -102.9142451 214.10198278 9.1000000000 2.4931898653 215.05000000
 2218.0000000 434629.19669 6478462.6604 -2084.786155 2139.6861549 -421.0133144 -103.5695733 211.50341767 9.0507573188 2.4767596533 212.45143489
 2223.0000000 434628.79083 6478461.9888 -2089.724134 2144.6241339 -421.4191654 -104.2412221 208.88198278 9.0200000000 2.4767596533 209.83000000
 2228.0000000 434628.41765 6478461.3021 -2094.662626 2149.5626259 -421.7923505 -104.9278782 206.26215066 8.9756902253 2.4725267859 207.21016788
 2233.0000000 434628.07770 6478460.6018 -2099.601595 2154.5015950 -422.1323003 -105.6282277 203.62198278 8.9500000000 2.4725267859 204.57000000
 2238.0000000 434627.77025 6478459.8891 -2104.540927 2159.4409273 -422.4397533 -106.3409376 201.14749549 8.9217706919 2.3121940479 202.09551271
 2243.0000000 434627.49455 6478459.1653 -2109.480531 2164.3805306 -422.7154507 -107.0646773 198.66198278 8.9100000000 2.3121940479 199.61000000
 2248.0000000 434627.24868 6478458.4301 -2114.420018 2169.3200180 -422.9613221 -107.7998757 196.42834330 8.9383651361 2.0858153405 197.37636052
 2253.0000000 434627.03070 6478457.6830 -2119.359030 2174.2590305 -423.1792999 -108.5469656 194.21198278 8.9800000000 2.0858153405 195.16000000
 2258.0000000 434626.84335 6478456.9234 -2124.297384 2179.1973839 -423.3666453 -109.3065931 191.60854828 9.0359483035 2.4684635635 192.55656550
 2263.0000000 434626.68938 6478456.1506 -2129.234846 2184.1348456 -423.5206189 -110.0793964 189.04198278 9.1100000000 2.4684635635 189.99000000
 2268.0000000 434626.56996 6478455.3646 -2134.171174 2189.0711739 -423.6400430 -110.8654239 186.35332970 9.2002473150 2.6229569927 187.30134692
 2273.0000000 434626.48626 6478454.5653 -2139.106106 2194.0061056 -423.7237411 -111.6647199 183.72198278 9.3100000000 2.6229569927 184.67000000
 2278.0000000 434626.43938 6478453.7535 -2144.039489 2198.9394889 -423.7706202 -112.4764712 181.00816264 9.4198725722 2.7300940266 181.95617986
 2283.0000000 434626.43041 6478452.9301 -2148.971156 2203.8711564 -423.7795892 -113.2998616 178.36198278 9.5500000000 2.7300940266 179.31000000
 2288.0000000 434626.45856 6478452.0948 -2153.900744 2208.8007445 -423.7514368 -114.1351818 175.90125171 9.7065030001 2.6416775484 176.84926893
 2293.0000000 434626.52305 6478451.2473 -2158.827903 2213.7279028 -423.6869538 -114.9827238 173.52198278 9.8800000000 2.6416775484 174.47000000
 2298.0000000 434626.61970 6478450.3874 -2163.752401 2218.6524007 -423.5902986 -115.8425948 171.77068464 10.060559280 2.1172997880 172.71870186
 2303.0000000 434626.74437 6478449.5151 -2168.674077 2223.5740772 -423.4656296 -116.7149131 170.08198278 10.250000000 2.1172997880 171.03000000
 2308.0000000 434626.89788 6478448.6343 -2173.593437 2228.4934371 -423.3121183 -117.5956519 168.25716861 10.359969046 2.0666720340 169.20518583
 2313.0000000 434627.08106 6478447.7492 -2178.510991 2233.4109915 -423.1289369 -118.4807848 166.47198278 10.480000000 2.0666720340 167.42000000
 2318.0000000 434627.29389 6478446.8610 -2183.426800 2238.3268001 -422.9161063 -119.3689709 164.68966866 10.580091952 2.0444177032 165.63768588
 2323.0000000 434627.53635 6478445.9711 -2188.340926 2243.2409256 -422.6736483 -120.2588695 162.94198278 10.690000000 2.0444177032 163.89000000
 2328.0000000 434627.80481 6478445.0771 -2193.252957 2248.1529566 -422.4051870 -121.1528650 161.74077895 10.837737003 1.6116462529 162.68879617
